Title,Author,Year,Download Link,Language
From Camelot to Joyous Guard. : The Old French La Mort le roi Artu. / Translated by J. Neale Carman. Edited with an introd. by Norris J. Lacy. 070060121X,"J. Neale Carman(trns.), Norris J. Lacy(edt.)",1974,https://download.library.lol/main/2382000/4aaded631d64c2f9d2539a1da61dbe36/J.%20Neale%20Carman%28trns.%29%2C%20Norris%20J.%20Lacy%28edt.%29%20-%20From%20Camelot%20to%20Joyous%20Guard.%20_%20The%20Old%20French%20La%20Mort%20le%20roi%20Artu.%20_%20Translated%20by%20J.%20Neale%20Carman.%20Edited%20with%20an%20introd.%20by%20Norris%20J.%20Lacy.-University.pdf,English
Everyman’s Library #578Arthurian chronicles,"Wace(auth.), Layamon(auth.), Eugene Mason(trns.), Gwyn Jones(intrd.)",0,https://download.library.lol/main/2382000/86f938f7233c13e1bba11605e1388283/%28Everyman%E2%80%99s%20Library%20%23578%29%20Wace%28auth.%29%2C%20Layamon%28auth.%29%2C%20Eugene%20Mason%28trns.%29%2C%20Gwyn%20Jones%28intrd.%29%20-%20Arthurian%20chronicles.pdf,English
"Fifteenth-Century Studies: Recent Essays 0208019022,  9780208019028",Robert F. Yeager (ed.),1984,https://download.library.lol/main/2382000/f67b0326ede08e53a11bc7d1d929bbd7/Robert%20F.%20Yeager%20%28ed.%29%20-%20Fifteenth-Century%20Studies_%20Recent%20Essays-Archon%20Books%20%281984%29.pdf,English
"Penguin ClassicsA Celtic Miscellany: Translations from the Celtic Literatures [Revised] 0140442472,  9780140442472",Kenneth Hurlstone Jackson (transl.),1976,https://download.library.lol/main/2383000/9407f57f7ccbae904b1d80b202b6a365/%28Penguin%20Classics%29%20Kenneth%20Hurlstone%20Jackson%20%28transl.%29%20-%20A%20Celtic%20Miscellany_%20Translations%20from%20the%20Celtic%20Literatures-Penguin%20Books%20%281976%29.pdf,English
Oxford World’s ClassicsLancelot of the Lake 9780192837936,"Corin Corley(auth), Elspeth Kennedy(intrd.)",0,https://download.library.lol/main/2383000/ed2698d1dac4990b81605908e9394a64/%28Oxford%20World%E2%80%99s%20Classics%29%20Corin%20Corley%28auth%29%2C%20Elspeth%20Kennedy%28intrd.%29%20-%20Lancelot%20of%20the%20Lake.pdf,English
"1996 Spring/SummerScribner Magazine, Spring/Summer 1996",various,0,https://download.library.lol/main/2384000/9c935026a49da67d7f777b0d62298526/%281996%20Spring_Summer%29%20various%20-%20Scribner%20Magazine%2C%20Spring_Summer%201996.pdf,English
"Texts and ContextsThe Inveterate Dreamer: Essays and Conversations on Jewish Culture 0803292783,  9780803292789",Ilan Stavans,2001,https://download.library.lol/main/2385000/43c7b9558353197ae1510ee7df91573d/%28Texts%20and%20Contexts%29%20Ilan%20Stavans%20-%20The%20Inveterate%20Dreamer_%20Essays%20and%20Conversations%20on%20Jewish%20Culture-University%20of%20Nebraska%20Press%20%282001%29.pdf,English
The Arthurian legends : an illustrated anthology 9780822606000,Richard W Barber,1979,https://download.library.lol/main/2385000/11e91477e9e7c9953e58c41eb5443634/Richard%20W%20Barber%20-%20The%20Arthurian%20legends%20_%20an%20illustrated%20anthology-Littlefield%20Adams%20%26%20Company%20%281979%29.pdf,English
Invitation to Camelot : an Arthurian anthology of short stories 9780441372003,Parke Godwin(editor) et al.,1988,https://download.library.lol/main/2385000/dde872402ca9c739bbec8f1c9670e3e4/Parke%20Godwin%28editor%29%20et%20al.%20-%20Invitation%20to%20Camelot%20_%20an%20Arthurian%20anthology%20of%20short%20stories%20%281988%29.pdf,English
"Twayne’s World Authors Series, 673Reynard the Fox 0805765204,  9780805765205",Thomas W. Best,1983,https://download.library.lol/main/2385000/abf1a504a762c596139aa5cfedb51b9f/%28Twayne%E2%80%99s%20World%20Authors%20Series%2C%20673%29%20Thomas%20W.%20Best%20-%20Reynard%20the%20Fox-Twayne%20Publishers%20%281983%29.pdf,English
This is Shakespeare [1],Emma Smith,2019,https://download.library.lol/main/2385000/a0b036b6f89e7bf93a553854e53465b1/Emma%20Smith%20-%20This%20is%20Shakespeare.%201-Pelican%20Books%20%282019%29.epub,English
"Garland Reference Library of the Humanities Vol. 1267The Romance of Arthur : An Anthology of Medieval Texts in Translation [New, Expanded Edition] 9780203726679",James J. Wilhelm(editor),1994,https://download.library.lol/main/2385000/186f3a4e7ddc39763045c4f9484ecfa5/%28Garland%20Reference%20Library%20of%20the%20Humanities%20Vol.%201267%29%20James%20J.%20Wilhelm%28editor%29%20-%20The%20Romance%20of%20Arthur%20_%20An%20Anthology%20of%20Medieval%20Texts%20in%20Translation-Garland%20Publishing%20%281994%29.pdf,English
"Acts of Worship: Seven Stories [Paperback ed.] 4770028938, 9784770028938",Yukio Mishima; John Bester,2002,https://download.library.lol/main/2385000/8cce9b0d3f94f1d847f2996534fe798c/Yukio%20Mishima_%20John%20Bester%20-%20Acts%20of%20Worship_%20Seven%20Stories-Kodansha%20%282002%29.pdf,English
The Romance of Tristan and Isolt 9780810104051,Norman B. Spector,1973,https://download.library.lol/main/2385000/678caf3509ad0b771a9b54efafcb84a4/Norman%20B.%20Spector%20-%20The%20Romance%20of%20Tristan%20and%20Isolt-Northwestern%20University%20Press%20%281973%29.pdf,English
The Romance of Tristan : the thirteenth-century old French ’prose Tristan’ 9780192827920,Renée L. Curtis(translator),1994,https://download.library.lol/main/2385000/382837ca1819bf3288211aa73e5812a1/Rene%CC%81e%20L.%20Curtis%28translator%29%20-%20The%20Romance%20of%20Tristan%20_%20the%20thirteenth-century%20old%20French%20%E2%80%99prose%20Tristan%E2%80%99-Oxford%20University%20Press%20%28%201994%29.pdf,English
The Lancelot-Grail reader : selections from the medieval French Arthurian cycle 9780815334194,Norris J. Lacy(Editor) et al.,2000,https://download.library.lol/main/2385000/c37acb9456f54bd3fc2bc8f01c9e28af/Norris%20J.%20Lacy%28Editor%29%20et%20al.%20-%20The%20Lancelot-Grail%20reader%20_%20selections%20from%20the%20medieval%20French%20Arthurian%20cycle-Garland%20Publishing%20%282000%29.pdf,English
The Encyclopedia of Greek Comedy [1-3] 978-1-118-60504-2,Alan H. Sommerstein,2018,https://download.library.lol/main/2386000/816e1a0ff6b0a520511a136db4192d05/Alan%20H.%20Sommerstein%20-%20The%20Encyclopedia%20of%20Greek%20Comedy.%201-3-Wiley-Blackwell%20%282018%29.pdf,English
1blue threads to the soul: Collected Poems of Linh Dinh,linh dinh,0,https://download.library.lol/main/2386000/ac0d5e6858a43a5fe240b786d3533286/%281%29%20linh%20dinh%20-%20blue%20threads%20to%20the%20soul_%20Collected%20Poems%20of%20Linh%20Dinh.pdf,English
1Obscured Americans,Linh Dinh,0,https://download.library.lol/main/2386000/c4459019d53770ee97dd9572aaec4631/%281%29%20Linh%20Dinh%20-%20Obscured%20Americans.pdf,English
BLACKS,Linh Dinh,0,https://download.library.lol/main/2386000/6085d9a0d53669f9ecc6296d5bc0a1fd/Linh%20Dinh%20-%20BLACKS.pdf,English
"Roman and European Mythologies 0226064557,  9780226064550","Yves Bonnefoy (ed.), Wendy Doniger (transl.)",1992,https://download.library.lol/main/2386000/e21a6ec8100721d1cd0095f8d494ed2a/Yves%20Bonnefoy%20%28ed.%29%2C%20Wendy%20Doniger%20%28transl.%29%20-%20Roman%20and%20European%20Mythologies-The%20University%20of%20Chicago%20Press%20%281992%29.pdf,English
"The Lady in the Tower: Medieval Courtesy Literature for Women 0208019952, 9780208019950",Diane Bornstein,1983,https://download.library.lol/main/2386000/703c3f12cbe5d445c3d9d69ad290dfac/Diane%20Bornstein%20-%20The%20Lady%20in%20the%20Tower_%20Medieval%20Courtesy%20Literature%20for%20Women-Archon%20Books%20%281983%29.pdf,English
"Contagionism and Contagious Diseases: Medicine and Literature 1880-1933 3110306115, 9783110306118",Thomas Rutten; Martina King,2013,https://download.library.lol/main/3461000/e9d362b009c2e69876d30e03dd09d4a9/Thomas%20Rutten_%20Martina%20King%20-%20Contagionism%20and%20Contagious%20Diseases_%20Medicine%20and%20Literature%201880-1933-de%20Gruyter%20%282013%29.pdf,English
"Geographies of Memory and Postwar Urban Regeneration in British Literature: London As Palimpsest 1527584534, 9781527584532",Alina Cojocaru,2022,https://download.library.lol/main/3473000/bb95d8ef5867fe948a6543c11d0a7b95/Alina%20Cojocaru%20-%20Geographies%20of%20Memory%20and%20Postwar%20Urban%20Regeneration%20in%20British%20Literature_%20London%20As%20Palimpsest%20%282022%29.pdf,English
"Heroic Epic and Saga: An Introduction to the World's Great Folk Epics 0253327385, 9780253327383",Felix J. Oinas (ed.),1978,https://download.library.lol/main/3482000/9f15a7e7d59bd9171800a8254f9fc26c/Felix%20J.%20Oinas%20%28ed.%29%20-%20Heroic%20Epic%20and%20Saga_%20An%20Introduction%20to%20the%20World%27s%20Great%20Folk%20Epics-Indiana%20University%20Press%20%281978%29.pdf,English
"Jane Austen and Reflective Selfhood: Rereading the Self 3031121597, 9783031121593",Linda Charlton,2022,https://download.library.lol/main/3484000/b8e8e9472f90abbbf5d2774b5239912b/Linda%20Charlton%20-%20Jane%20Austen%20and%20Reflective%20Selfhood_%20Rereading%20the%20Self-Palgrave%20Macmillan%20%282022%29.pdf,English
"The Stuttering Son in Literature and Psychology: Boys and Their Fathers 3031100387, 9783031100383",Myron Tuman,2022,https://download.library.lol/main/3484000/0257c7b415eb9841a799b0c042101811/Myron%20Tuman%20-%20The%20Stuttering%20Son%20in%20Literature%20and%20Psychology_%20Boys%20and%20Their%20Fathers-Palgrave%20Macmillan%20%282022%29.pdf,English
"Beiträge zur nordischen Philologie, 25Clavis Metrica: Háttatal, Háttalykill and the Irish Metrical Tracts 371901522X, 9783719015220",Stephen N. Tranter,1997,https://download.library.lol/main/3486000/0aba736a46a4ff22b1d679a1052267b7/%28Beitr%C3%A4ge%20zur%20nordischen%20Philologie%2C%2025%29%20Stephen%20N.%20Tranter%20-%20Clavis%20Metrica_%20H%C3%A1ttatal%2C%20H%C3%A1ttalykill%20and%20the%20Irish%20Metrical%20Tracts-Helbing%20%26%20Lichtenhahn%20Verlag%20%281997%29.pdf,English
"The Northern World. North Europe and the Baltic c. 400-1700 A.D., 54Kings' Sagas and Norwegian History: Problems and Perspectives 9004209891, 9789004209893",Shami Ghosh,2011,https://download.library.lol/main/3487000/47f96f5098ba0e650b47ccd1aca828c2/%28The%20Northern%20World.%20North%20Europe%20and%20the%20Baltic%20c.%20400-1700%20A.D.%2C%2054%29%20Shami%20Ghosh%20-%20Kings%27%20Sagas%20and%20Norwegian%20History_%20Problems%20and%20Perspectives-Brill%20%282011%29.pdf,English
"Geocriticism and Spatial Literary StudiesNarratives of Mediterranean Spaces: Literature and Art across Land and Sea 3031077725, 9783031077722",Silvia Caserta,2022,https://download.library.lol/main/3487000/c60f8ce5966799b0fb392d61db51ca4b/%28Geocriticism%20and%20Spatial%20Literary%20Studies%29%20Silvia%20Caserta%20-%20Narratives%20of%20Mediterranean%20Spaces_%20Literature%20and%20Art%20across%20Land%20and%20Sea-Palgrave%20Macmillan%20%282022%29.pdf,English
"Amsterdam Studies in Classical Philology, 24Speech and Thought in Latin War Narratives: Words of Warriors 9004341625, 9789004341623",Suzanne M. Adema,2017,https://download.library.lol/main/3487000/8495b981be9f76193d00ff56b82c9c8e/%28Amsterdam%20Studies%20in%20Classical%20Philology%2C%2024%29%20Suzanne%20M.%20Adema%20-%20Speech%20and%20Thought%20in%20Latin%20War%20Narratives_%20Words%20of%20Warriors-Brill%20%282017%29.pdf,English
"Studies in Persian Cultural History, 11Kashefi's Anvar-E Sohayli: Rewriting Kalila Wa-Dimna in Timurid Herat 9004310282, 9789004310285",Christine van Ruymbeke,2016,https://download.library.lol/main/3487000/a3fde8da9e5cb15c284db164c72d3b49/%28Studies%20in%20Persian%20Cultural%20History%2C%2011%29%20Christine%20van%20Ruymbeke%20-%20Kashefi%27s%20Anvar-E%20Sohayli_%20Rewriting%20Kalila%20Wa-Dimna%20in%20Timurid%20Herat-Brill%20%282016%29.pdf,English
"Gaelic Influence in Iceland: Historical and Literary Contacts. A Survey of Research [2 ed.] 9979544341, 9789979544340",Gísli Sigurðsson,2000,https://download.library.lol/main/3495000/86f1840e4a8a889830e8feb18406304e/G%C3%ADsli%20Sigur%C3%B0sson%20-%20Gaelic%20Influence%20in%20Iceland_%20Historical%20and%20Literary%20Contacts.%20A%20Survey%20of%20Research-University%20of%20Iceland%20Press%20%282000%29.pdf,English
"The Big Bang of Numbers: How to Build the Universe Using Only Math [1 ed.] 1324007036, 9781324007036",Manil Suri,2022,https://download.library.lol/main/3496000/4206ab792f6c1eb06e46817a171885b0/Manil%20Suri%20-%20The%20Big%20Bang%20of%20Numbers_%20How%20to%20Build%20the%20Universe%20Using%20Only%20Math-W.%20W.%20Norton%20%26%20Company%20%282022%29.pdf,English
"The Palgrave Encyclopedia of Urban Literary Studies 3319624180, 9783319624181",Jeremy Tambling,2022,https://download.library.lol/main/3499000/96c717ac24208936d186aa827f2441c2/Jeremy%20Tambling%20-%20The%20Palgrave%20Encyclopedia%20of%20Urban%20Literary%20Studies-Palgrave%20Macmillan%20%282022%29.pdf,English
"The Ancient WordBeyond Orality: Biblical Poetry on its Own Terms 1315304171, 9781315304175",Jacqueline Vayntrub,2019,https://download.library.lol/main/3499000/5a036efc86fd702ac2a10a69e97da3bf/%28The%20Ancient%20Word%29%20Jacqueline%20Vayntrub%20-%20Beyond%20Orality_%20Biblical%20Poetry%20on%20its%20Own%20Terms-Routledge%20%282019%29.epub,English
"Biblical women in early modern literary culture, 1550–1700 0719091551, 9780719091551","Victoria Brownlee, Laura Gallagher",2015,https://download.library.lol/main/3499000/a395b508fae73fa9de3817f75396d799/Victoria%20Brownlee%2C%20Laura%20Gallagher%20-%20Biblical%20women%20in%20early%20modern%20literary%20culture%2C%201550%E2%80%931700-Manchester%20University%20Press%20%282015%29.epub,English
"Bloomsbury CompanionsThe Bloomsbury Companion to Holocaust Literature 1474296319, 9781474296311",Jenni Adams,2016,https://download.library.lol/main/3499000/cd2c1fb30966a5b7a9d98eee1036c9c1/%28Bloomsbury%20Companions%29%20Jenni%20Adams%20-%20The%20Bloomsbury%20Companion%20to%20Holocaust%20Literature-Bloomsbury%20Academic%20%282016%29.epub,English
"Pelican BooksEnglish Literature of the Middle Ages 0140227903, 9780140227901",Stephen Coote,1988,https://download.library.lol/main/3500000/e90881efa989b8deeb425b98205be060/%28Pelican%20Books%29%20Stephen%20Coote%20-%20English%20Literature%20of%20the%20Middle%20Ages-Penguin%20Books%20%281988%29.pdf,English
"Studies in the History of Christian Thought, 97The Conspiracy of Allusion: Description, Rewriting, and Authorship from Macrobius to Medieval Romance 9004115609, 9789004115606",Douglas Kelly,1999,https://download.library.lol/main/3500000/a32d14fe6ebdb0ae24cf733d973216b0/%28Studies%20in%20the%20History%20of%20Christian%20Thought%2C%2097%29%20Douglas%20Kelly%20-%20The%20Conspiracy%20of%20Allusion_%20Description%2C%20Rewriting%2C%20and%20Authorship%20from%20Macrobius%20to%20Medieval%20Romance-Brill%20%281999%29.pdf,English
"The Medieval and Early Modern Iberian World, 61The Imaginary Synagogue: Anti-Jewish Literature in the Portuguese Early Modern World (16th-18th Centuries) 9004264108, 9789004264106, 9789004301603",Bruno Feitler,2015,https://download.library.lol/main/3501000/c3723f89da8135fee2b11d3b4f2ea84f/%28The%20Medieval%20and%20Early%20Modern%20Iberian%20World%2C%2061%29%20Bruno%20Feitler%20-%20The%20Imaginary%20Synagogue_%20Anti-Jewish%20Literature%20in%20the%20Portuguese%20Early%20Modern%20World%20%2816th-18th%20Centuries%29-Brill%20%282015%29.pdf,English
"A Brief Literary History of Disability 9781032155081, 9781032155074, 9781003244400",Fuson Wang,2022,https://download.library.lol/main/3504000/a4941aab47c6d2f50767eec33485c9f1/Fuson%20Wang%20-%20A%20Brief%20Literary%20History%20of%20Disability-Routledge%20%282022%29.pdf,English
"Routledge Science and Religion SeriesScience and Religion in Western Literature: Critical and Theological Studies 9781032077123, 9781032101644, 9781003213987",Michael Fuller,2022,https://download.library.lol/main/3504000/0764ec6f4c31fca1195ba777aa02b554/%28Routledge%20Science%20and%20Religion%20Series%29%20Michael%20Fuller%20-%20Science%20and%20Religion%20in%20Western%20Literature_%20Critical%20and%20Theological%20Studies-Routledge%20%282022%29.pdf,English
"The New AntiquityBlake and Lucretius: The Atomistic Materialism of the Selfhood 3030888878, 9783030888879",Joshua Schouten de Jel,2021,https://download.library.lol/main/3179000/4aa2e3fad153c8c8fe3ac471e0df7503/%28The%20New%20Antiquity%29%20Joshua%20Schouten%20de%20Jel%20-%20Blake%20and%20Lucretius_%20The%20Atomistic%20Materialism%20of%20the%20Selfhood-Palgrave%20Macmillan%20%282021%29.pdf,English
"Palgrave Studies in the Enlightenment, Romanticism and Cultures of PrintTransformations of a Genre: A Literary History of the Beguiled Apprentice 3030896676, 9783030896676","Ralph Cohen, John L. Rowlett",2022,https://download.library.lol/main/3180000/66fea709886933abc1960024126039ba/%28Palgrave%20Studies%20in%20the%20Enlightenment%2C%20Romanticism%20and%20Cultures%20of%20Print%29%20Ralph%20Cohen%2C%20John%20L.%20Rowlett%20-%20Transformations%20of%20a%20Genre_%20A%20Literary%20History%20of%20the%20Beguiled%20Apprentice-Palgrave%20Macmillan%20%28.pdf,English
"Shakespeare His Life and Works 9780744055962, 9780744035001","Alan Riding, Leslie Dunton-Downer",2021,https://download.library.lol/main/3181000/5f191d2715a6d3f865c52e83636088a3/Alan%20Riding%2C%20Leslie%20Dunton-Downer%20-%20Shakespeare%20His%20Life%20and%20Works-DK%20%282021%29.epub,English
Shakespeare His Life and Works 9780744035001,"Alan Riding, Leslie Dunton-Downer",2021,https://download.library.lol/main/3181000/5d7e3fcde5729e1ae39482af48ed5230/Alan%20Riding%2C%20Leslie%20Dunton-Downer%20-%20Shakespeare%20His%20Life%20and%20Works-DK%20%282021%29.pdf,English
"New Directions in Book HistoryThe Preface: American Authorship in the Twentieth Century 3030851508, 9783030851507",Ross K. Tangedal,2021,https://download.library.lol/main/3181000/d67a0352aadd021e826ce69d838aff3d/%28New%20Directions%20in%20Book%20History%29%20Ross%20K.%20Tangedal%20-%20The%20Preface_%20American%20Authorship%20in%20the%20Twentieth%20Century-Palgrave%20Macmillan%20%282021%29.pdf,English
"Palgrave Studies in Nineteenth-Century Writing and CultureThe Forms of Michael Field 3030861252, 9783030861254",LeeAnne M. Richardson,2021,https://download.library.lol/main/3181000/49577f7c2d384f0a96712216eb0090d9/%28Palgrave%20Studies%20in%20Nineteenth-Century%20Writing%20and%20Culture%29%20LeeAnne%20M.%20Richardson%20-%20The%20Forms%20of%20Michael%20Field-Palgrave%20Macmillan%20%282021%29.pdf,English
"Byzantios. Studies in Byzantine History and Civilization, 14Middle and Late Byzantine Poetry: Texts and Contexts 9782503578866, 2503578861",Andreas Rhoby; Nikos Zagklas,2018,https://download.library.lol/main/3181000/3e11007276d6c1554def372e17c82537/%28Byzantios.%20Studies%20in%20Byzantine%20History%20and%20Civilization%2C%2014%29%20Andreas%20Rhoby_%20Nikos%20Zagklas%20-%20Middle%20and%20Late%20Byzantine%20Poetry_%20Texts%20and%20Contexts-Brepols%20Publishers%20%282018%29.pdf,English
"Literature and Medicine: Volume 2: The Nineteenth Century 1108420745, 9781108420747","Andrew Mangham, Clark Lawlor",2021,https://download.library.lol/main/3181000/447c97347f672c09791d712982489a7b/Andrew%20Mangham%2C%20Clark%20Lawlor%20-%20Literature%20and%20Medicine_%20Volume%202_%20The%20Nineteenth%20Century-Cambridge%20University%20Press%20%282021%29.epub,English
"New Directions in Irish and Irish American LiteratureIrish American Fiction from World War II to JFK: Anxiety, Assimilation, and Activism 3030831930, 9783030831936",Beth O’Leary Anish,2021,https://download.library.lol/main/3181000/7c390cb32afeacb1707be0506d17eca7/%28New%20Directions%20in%20Irish%20and%20Irish%20American%20Literature%29%20Beth%20O%E2%80%99Leary%20Anish%20-%20Irish%20American%20Fiction%20from%20World%20War%20II%20to%20JFK_%20Anxiety%2C%20Assimilation%2C%20and%20Activism-Palgrave%20Macmillan%20%282021%29.pdf,English
"God, Man, and Tolstoy 303089343X, 9783030893439",Predrag Cicovacki,2021,https://download.library.lol/main/3181000/bc0806325e24d896ee74eb81cf55d50e/Predrag%20Cicovacki%20-%20God%2C%20Man%2C%20and%20Tolstoy-Palgrave%20Macmillan%20%282021%29.pdf,English
"New Interpretations of Beckett in the Twenty-First CenturySamuel Beckett’s Legacies in American Fiction: Problems in Postmodernism 3030815714, 9783030815714",James Baxter,2021,https://download.library.lol/main/3183000/1e15c2dc9b3e34ac9d4f2c4d6e4c095d/%28New%20Interpretations%20of%20Beckett%20in%20the%20Twenty-First%20Century%29%20James%20Baxter%20-%20Samuel%20Beckett%E2%80%99s%20Legacies%20in%20American%20Fiction_%20Problems%20in%20Postmodernism-Palgrave%20Macmillan%20%282021%29.pdf,English
"Beautiful Angiola: The Great Treasury Sicilian Folk and Fairy Tales [1 ed.] 0415968089, 9780415968089",Laura Gonzenbach; Jack Zipes (editor),2003,https://download.library.lol/main/3183000/f2d3a9f7947a468a0e82955d457aeda4/Laura%20Gonzenbach_%20Jack%20Zipes%20%28editor%29%20-%20Beautiful%20Angiola_%20The%20Great%20Treasury%20Sicilian%20Folk%20and%20Fairy%20Tales-Routledge%20%282003%29.pdf,English
"Salt Studies in Contemporary PoetryThe Failure of Conservatism in Modern British Poetry 1844710327, 9781844710324",Andrew Duncan,2003,https://download.library.lol/main/3197000/3eb883e519680cddcad96d53c1793ec0/%28Salt%20Studies%20in%20Contemporary%20Poetry%29%20Andrew%20Duncan%20-%20The%20Failure%20of%20Conservatism%20in%20Modern%20British%20Poetry-Salt%20Publishing%20%282003%29.pdf,English
"Erasmus StudiesErasmus and His Books 080203876X, 9780802038760","Egbertus Van Gulik, James K. McConica, Johannes Trapman",2018,https://download.library.lol/main/3198000/54455b1b01a57f6d83330ec8cc72ac20/%28Erasmus%20Studies%29%20Egbertus%20Van%20Gulik%2C%20James%20K.%20McConica%2C%20Johannes%20Trapman%20-%20Erasmus%20and%20His%20Books-University%20of%20Toronto%20Press%20%282018%29.epub,English
"Gallica, 19Thinking Through Chrétien de Troyes 1843842548, 9781843842545","Zrinka Stahuljak, Virginie Greene, Sarah Kay, Sharon Kinoshita, Peggy McCracken",2011,https://download.library.lol/main/3199000/a398e5f2df3ad47184b1f1360d1cc3fa/%28Gallica%2C%2019%29%20Zrinka%20Stahuljak%2C%20Virginie%20Greene%2C%20Sarah%20Kay%2C%20Sharon%20Kinoshita%2C%20Peggy%20McCracken%20-%20Thinking%20Through%20Chr%C3%A9tien%20de%20Troyes-D.%20S.%20Brewer%20%282011%29.pdf,English
"Cambridge Companions to LiteratureThe Cambridge Companion to the Epic 0521880947, 9780521880947, 0521707366, 9780521707367",Catherine Bates (ed.),2010,https://download.library.lol/main/3199000/1edd04055a920c1937501f22db7ad7b8/%28Cambridge%20Companions%20to%20Literature%29%20Catherine%20Bates%20%28ed.%29%20-%20The%20Cambridge%20Companion%20to%20the%20Epic-Cambridge%20University%20Press%20%282010%29.pdf,English
"New Cultural Studies SeriesRavishing Maidens: Writing Rape in Medieval French Literature and Law 0812213157, 9780812213157, 0812282477, 9780812282474",Kathryn Gravdal,1991,https://download.library.lol/main/3200000/de12f3d500dcc02464b15b078a47dcd5/%28New%20Cultural%20Studies%20Series%29%20Kathryn%20Gravdal%20-%20Ravishing%20Maidens_%20Writing%20Rape%20in%20Medieval%20French%20Literature%20and%20Law-University%20of%20Pennsylvania%20Press%20%281991%29.pdf,English
"IVITRA Research in Linguistics and LiteratureA History of Catalan Folk Literature 9027204500, 9789027204509","Carme Oriol, Emili Samper",2019,https://download.library.lol/main/3200000/7d4c742590c155c28bf4941721cf89c9/%28IVITRA%20Research%20in%20Linguistics%20and%20Literature%29%20Carme%20Oriol%2C%20Emili%20Samper%20-%20A%20History%20of%20Catalan%20Folk%20Literature-John%20Benjamins%20Publishing%20Company%20%282019%29.pdf,English
"European Perspectives: A Series in Social Thought and Cultural CriticismDostoyevsky, or The Flood of Language 0231203322, 9780231203326",Julia Kristeva,2021,https://download.library.lol/main/3201000/a62a67078c5bc9f29d05296f0df3d04f/%28European%20Perspectives_%20A%20Series%20in%20Social%20Thought%20and%20Cultural%20Criticism%29%20Julia%20Kristeva%20-%20Dostoyevsky%2C%20or%20The%20Flood%20of%20Language-Columbia%20University%20Press%20%282021%29.epub,English
"Reciting the Goddess: Narratives of Place and the Making of Hinduism in Nepal 0199341168, 9780199341160",Jessica Vantine Birkenholtz,2018,https://download.library.lol/main/3201000/a2256046144be8165c3aa75af03ba5e9/Jessica%20Vantine%20Birkenholtz%20-%20Reciting%20the%20Goddess_%20Narratives%20of%20Place%20and%20the%20Making%20of%20Hinduism%20in%20Nepal-Oxford%20University%20Press%20%282018%29.epub,English
"Fitting Sentences: Identity in Nineteenth- and Twentieth-Century Prison Narratives [2 ed.] 0802038336, 9780802038333",Jason Haslam,2005,https://download.library.lol/main/3201000/37596dac25c5a0de5f2aa64557cde2b5/Jason%20Haslam%20-%20Fitting%20Sentences_%20Identity%20in%20Nineteenth-%20and%20Twentieth-Century%20Prison%20Narratives-University%20of%20Toronto%20Press%20%282005%29.pdf,English
"Staging Shakespeare's Violence: My Cue to Fight: Domestic Fury 1526762404, 9781526762405","Seth Duerr, Jared Kirby",2021,https://download.library.lol/main/3202000/6385170779c7575c6daa9d64aa9e91a1/Seth%20Duerr%2C%20Jared%20Kirby%20-%20Staging%20Shakespeare%27s%20Violence_%20My%20Cue%20to%20Fight_%20Domestic%20Fury-Pen%20and%20Sword%20History%20%282021%29.epub,English
"Museum Trouble: Edwardian Fiction and the Emergence of Modernism 0813931266, 9780813931265",Ruth Hoberman,2011,https://download.library.lol/main/3202000/f1d503e97af2d3df6dd2dd491bf7cdc9/Ruth%20Hoberman%20-%20Museum%20Trouble_%20Edwardian%20Fiction%20and%20the%20Emergence%20of%20Modernism-University%20of%20Virginia%20Press%20%282011%29.epub,English
"Very Short IntroductionsJane Austen: A Very Short Introduction 0198725957, 9780198725954",Tom Keymer,2022,https://download.library.lol/main/3202000/1b7ddff116183e38a72ae8ad462ea1a8/%28Very%20Short%20Introductions%29%20Tom%20Keymer%20-%20Jane%20Austen_%20A%20Very%20Short%20Introduction-Oxford%20University%20Press%20%282022%29.epub,English
"Leadership in Game of Thrones 3658341165, 9783658341169",Brigitte Biehl,2021,https://download.library.lol/main/3203000/ddabd213574c9d637b532a76175e74fb/Brigitte%20Biehl%20-%20Leadership%20in%20Game%20of%20Thrones-Palgrave%20Macmillan%20%282021%29.pdf,English
"Literatures as World LiteratureFrancophone Literature as World Literature [ePDF ed.] 9781501347160, 1501347160","Christian Moraru (editor), Nicole Simek (editor), Bertrand Westphal (editor)",2020,https://download.library.lol/main/3203000/3b9330fca89b803c4577fd9246f1daa9/%28Literatures%20as%20World%20Literature%29%20Christian%20Moraru%20%28editor%29%2C%20Nicole%20Simek%20%28editor%29%2C%20Bertrand%20Westphal%20%28editor%29%20-%20Francophone%20Literature%20as%20World%20Literature-Bloomsbury%20Academic%20%282020%29.pdf,English
"Professional Writing: Creative And Critical Approaches [1 ed.] 3030848981, 9783030848989, 9783030848996","Lisa Kesteven, Andrew Melrose",2022,https://download.library.lol/main/3205000/1954d1dec4a20474d94e2dfb9e7d86ea/Lisa%20Kesteven%2C%20Andrew%20Melrose%20-%20Professional%20Writing_%20Creative%20And%20Critical%20Approaches-Palgrave%20Macmillan%20%282022%29.pdf,English
